[2019-12-16 01:00:41,064] INFO [GroupCoordinator 0]: Preparing to rebalance group salesConsumer in state PreparingRebalance with old generation 6 (__consumer_offsets-40) (reason: Adding new member consumer-1-952c5b9e-f783-4d55-ba1d-accc46b61f52 with group instanceid None) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:41,065] INFO [GroupCoordinator 0]: Stabilized group salesConsumer generation 7 (__consumer_offsets-40) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:41,072] INFO [GroupCoordinator 0]: Assignment received from leader for group salesConsumer for generation 7 (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:46,828] INFO [GroupCoordinator 0]: Preparing to rebalance group purchasesConsumer in state PreparingRebalance with old generation 6 (__consumer_offsets-18) (reason: Adding new member consumer-1-7d7cdaee-3271-4630-97cf-9003df172aab with group instanceid None) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:46,828] INFO [GroupCoordinator 0]: Stabilized group purchasesConsumer generation 7 (__consumer_offsets-18) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:46,834] INFO [GroupCoordinator 0]: Assignment received from leader for group purchasesConsumer for generation 7 (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:48,026] INFO [GroupCoordinator 0]: Preparing to rebalance group IS-Assignment-3 in state PreparingRebalance with old generation 4 (__consumer_offsets-32) (reason: Adding new member IS-Assignment-3-ce0a3b9a-29c2-4798-8629-0f662437456f-StreamThread-1-consumer-adcb106b-95d3-4cb6-b095-e97c5eb0a211 with group instanceid None) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:48,027] INFO [GroupCoordinator 0]: Stabilized group IS-Assignment-3 generation 5 (__consumer_offsets-32) (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:00:48,055] INFO [GroupCoordinator 0]: Assignment received from leader for group IS-Assignment-3 for generation 5 (kafka.coordinator.group.GroupCoordinator)
[2019-12-16 01:01:18,329] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000057-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 50 (kafka.log.Log)
[2019-12-16 01:01:18,332] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000073-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 174 (kafka.log.Log)
[2019-12-16 01:01:18,334] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000065-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 176 (kafka.log.Log)
[2019-12-16 01:01:18,336] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000047-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 174 (kafka.log.Log)
[2019-12-16 01:01:18,339] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000088-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 176 (kafka.log.Log)
[2019-12-16 01:01:18,341] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000080-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 350 (kafka.log.Log)
[2019-12-16 01:01:18,343] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000095-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 85 (kafka.log.Log)
[2019-12-16 01:01:18,347] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000028-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 174 (kafka.log.Log)
[2019-12-16 01:01:18,351] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000020-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 176 (kafka.log.Log)
[2019-12-16 01:01:18,354] INFO [Log partition=IS-Assignment-3-KSTREAM-REDUCE-STATE-STORE-0000000035-repartition-0, dir=/tmp/kafka-logs] Incrementing log start offset to 350 (kafka.log.Log)
